setting_id,source,level,n_models,width,seed,triangle,cycle_score,centrality_score,phase_residual,detected_order_d,rank_allowed,residual_type,selected_resolution,centrality_improvement_from_previous_level,supports_brauer_projective_interpretation,is_finite_index_candidate,final_decision,selected_level,notes
mnist_mlp_N4_W32_S1501,real_mnist,monomial_phase_or_scale,4,32,1501,0-1-2,0.8829998180696568,0.39263109408276686,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.506587316538368,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1501,real_mnist,block_orthogonal,4,32,1501,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1501,real_mnist,low_rank_GL,4,32,1501,0-1-2,0.8457678996824063,0.5342087864024488,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.14157769231968198,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1501,real_mnist,permutation,4,32,1501,0-1-3,1.224744871391589,0.9682458365518541,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1501,real_mnist,signed_permutation,4,32,1501,0-1-3,1.224744871391589,0.9682458365518541,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1501,real_mnist,monomial_phase_or_scale,4,32,1501,0-1-3,0.9981525801316742,0.4610981146896639,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5071477218621903,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1501,real_mnist,block_orthogonal,4,32,1501,0-1-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1501,real_mnist,low_rank_GL,4,32,1501,0-1-3,0.8459077537236872,0.5352838193550526,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.07418570466538876,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1501,real_mnist,permutation,4,32,1501,0-2-3,1.3228756555322951,0.9921567416492214,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1501,real_mnist,signed_permutation,4,32,1501,0-2-3,1.3228756555322951,0.9921567416492214,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1501,real_mnist,monomial_phase_or_scale,4,32,1501,0-2-3,1.0686578787882948,0.5199479173363378,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.4722088243128836,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1501,real_mnist,block_orthogonal,4,32,1501,0-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1501,real_mnist,low_rank_GL,4,32,1501,0-2-3,0.8557346160146064,0.5401774563216061,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.020229538985268247,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1501,real_mnist,permutation,4,32,1501,1-2-3,1.118033988749895,0.9270248108869578,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1501,real_mnist,signed_permutation,4,32,1501,1-2-3,1.118033988749895,0.9270248108869578,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1501,real_mnist,monomial_phase_or_scale,4,32,1501,1-2-3,0.9393815341288763,0.45623067695279607,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.4707941339341617,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1501,real_mnist,block_orthogonal,4,32,1501,1-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1501,real_mnist,low_rank_GL,4,32,1501,1-2-3,0.8965843630565468,0.6044833954337397,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.14825271848094368,False,False,report_noncentral_holonomy,,
mnist_mlp_N3_W16_S1502,real_mnist,permutation,3,16,1502,0-1-2,1.2747548783981961,0.982264602843857,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N3_W16_S1502,real_mnist,signed_permutation,3,16,1502,0-1-2,1.2747548783981961,0.982264602843857,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N3_W16_S1502,real_mnist,monomial_phase_or_scale,3,16,1502,0-1-2,0.9651171654181652,0.30287480908344394,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.679389793760413,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N3_W16_S1502,real_mnist,block_orthogonal,3,16,1502,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N3_W16_S1502,real_mnist,low_rank_GL,3,16,1502,0-1-2,0.7548123733944326,0.49937427840831083,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.1964994693248669,False,False,report_noncentral_holonomy,,
mnist_mlp_N3_W32_S1502,real_mnist,permutation,3,32,1502,0-1-2,1.0606601717798212,0.8992184106211348,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N3_W32_S1502,real_mnist,signed_permutation,3,32,1502,0-1-2,1.0606601717798212,0.8992184106211348,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N3_W32_S1502,real_mnist,monomial_phase_or_scale,3,32,1502,0-1-2,0.8829998180696568,0.39263109408276686,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.506587316538368,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N3_W32_S1502,real_mnist,block_orthogonal,3,32,1502,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N3_W32_S1502,real_mnist,low_rank_GL,3,32,1502,0-1-2,0.8457678996824063,0.5342087864024488,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.14157769231968198,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1502,real_mnist,permutation,4,16,1502,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1502,real_mnist,signed_permutation,4,16,1502,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1502,real_mnist,monomial_phase_or_scale,4,16,1502,0-1-2,0.9907761642926665,0.37771105297263335,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.590534783579221,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1502,real_mnist,block_orthogonal,4,16,1502,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1502,real_mnist,low_rank_GL,4,16,1502,0-1-2,0.7764832951665914,0.5451123984910473,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.16740134551841396,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1502,real_mnist,permutation,4,16,1502,0-1-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1502,real_mnist,signed_permutation,4,16,1502,0-1-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1502,real_mnist,monomial_phase_or_scale,4,16,1502,0-1-3,0.9618987881024256,0.3978876917884479,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5520300678097185,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1502,real_mnist,block_orthogonal,4,16,1502,0-1-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1502,real_mnist,low_rank_GL,4,16,1502,0-1-3,0.7917068081220686,0.5457980004499063,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.14791030866145843,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1502,real_mnist,permutation,4,16,1502,0-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1502,real_mnist,signed_permutation,4,16,1502,0-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1502,real_mnist,monomial_phase_or_scale,4,16,1502,0-2-3,0.9451724107095634,0.3164706751146294,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6517751614372249,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1502,real_mnist,block_orthogonal,4,16,1502,0-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1502,real_mnist,low_rank_GL,4,16,1502,0-2-3,0.7959567078862508,0.561238117873687,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.24476744275905765,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1502,real_mnist,permutation,4,16,1502,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1502,real_mnist,signed_permutation,4,16,1502,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1502,real_mnist,monomial_phase_or_scale,4,16,1502,1-2-3,0.9784597515470863,0.36709350302762567,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6011523335242286,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1502,real_mnist,block_orthogonal,4,16,1502,1-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1502,real_mnist,low_rank_GL,4,16,1502,1-2-3,0.8003298969183923,0.5644986436065036,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.19740514057887792,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1502,real_mnist,permutation,4,32,1502,0-1-2,1.1989578808281798,0.9596345332990054,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1502,real_mnist,signed_permutation,4,32,1502,0-1-2,1.1989578808281798,0.9596345332990054,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1502,real_mnist,monomial_phase_or_scale,4,32,1502,0-1-2,0.9767455203566957,0.4291467248385064,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5304878084604989,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1502,real_mnist,block_orthogonal,4,32,1502,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1502,real_mnist,low_rank_GL,4,32,1502,0-1-2,1.5581980136809317,1.4070634669761666,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.9779167421376602,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1502,real_mnist,permutation,4,32,1502,0-1-3,1.14564392373896,0.9390612000822949,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1502,real_mnist,signed_permutation,4,32,1502,0-1-3,1.14564392373896,0.9390612000822949,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1502,real_mnist,monomial_phase_or_scale,4,32,1502,0-1-3,0.9329478801999808,0.3914951749515163,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5475660251307786,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1502,real_mnist,block_orthogonal,4,32,1502,0-1-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1502,real_mnist,low_rank_GL,4,32,1502,0-1-3,2.012438582147043,1.8993245656676503,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-1.507829390716134,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1502,real_mnist,permutation,4,32,1502,0-2-3,1.25,0.9757809372497496,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1502,real_mnist,signed_permutation,4,32,1502,0-2-3,1.25,0.9757809372497496,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1502,real_mnist,monomial_phase_or_scale,4,32,1502,0-2-3,0.9871567101164367,0.43136375460479426,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5444171826449553,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1502,real_mnist,block_orthogonal,4,32,1502,0-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1502,real_mnist,low_rank_GL,4,32,1502,0-2-3,1.9245735764338754,1.8082935082912133,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-1.3769297536864191,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1502,real_mnist,permutation,4,32,1502,1-2-3,1.224744871391589,0.9682458365518541,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1502,real_mnist,signed_permutation,4,32,1502,1-2-3,1.224744871391589,0.9682458365518541,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1502,real_mnist,monomial_phase_or_scale,4,32,1502,1-2-3,1.0275613805728412,0.5163392154560655,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.4519066210957886,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1502,real_mnist,block_orthogonal,4,32,1502,1-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1502,real_mnist,low_rank_GL,4,32,1502,1-2-3,0.8444102812267902,0.5395112942312802,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.023172078775214655,False,False,report_noncentral_holonomy,,
mnist_mlp_N3_W16_S1503,real_mnist,permutation,3,16,1503,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N3_W16_S1503,real_mnist,signed_permutation,3,16,1503,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N3_W16_S1503,real_mnist,monomial_phase_or_scale,3,16,1503,0-1-2,0.9907761642926665,0.37771105297263335,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.590534783579221,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N3_W16_S1503,real_mnist,block_orthogonal,3,16,1503,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N3_W16_S1503,real_mnist,low_rank_GL,3,16,1503,0-1-2,0.7764832951665914,0.5451123984910473,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.16740134551841396,False,False,report_noncentral_holonomy,,
mnist_mlp_N3_W32_S1503,real_mnist,permutation,3,32,1503,0-1-2,1.1989578808281798,0.9596345332990054,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N3_W32_S1503,real_mnist,signed_permutation,3,32,1503,0-1-2,1.1989578808281798,0.9596345332990054,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N3_W32_S1503,real_mnist,monomial_phase_or_scale,3,32,1503,0-1-2,0.9767455203566957,0.4291467248385064,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5304878084604989,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N3_W32_S1503,real_mnist,block_orthogonal,3,32,1503,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N3_W32_S1503,real_mnist,low_rank_GL,3,32,1503,0-1-2,1.5581980136809317,1.4070634669761666,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.9779167421376602,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1503,real_mnist,permutation,4,16,1503,0-1-2,1.118033988749895,0.9270248108869579,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1503,real_mnist,signed_permutation,4,16,1503,0-1-2,1.118033988749895,0.9270248108869579,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1503,real_mnist,monomial_phase_or_scale,4,16,1503,0-1-2,0.9017635780533578,0.28428004137307233,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6427447695138855,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1503,real_mnist,block_orthogonal,4,16,1503,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1503,real_mnist,low_rank_GL,4,16,1503,0-1-2,0.7624851975651001,0.5415658246619284,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.25728578328885604,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1503,real_mnist,permutation,4,16,1503,0-1-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1503,real_mnist,signed_permutation,4,16,1503,0-1-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1503,real_mnist,monomial_phase_or_scale,4,16,1503,0-1-3,0.9447689609299141,0.32782856526018345,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.622089194337983,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1503,real_mnist,block_orthogonal,4,16,1503,0-1-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1503,real_mnist,low_rank_GL,4,16,1503,0-1-3,0.7864317992108123,0.5555313544621052,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.22770278920192177,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1503,real_mnist,permutation,4,16,1503,0-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1503,real_mnist,signed_permutation,4,16,1503,0-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1503,real_mnist,monomial_phase_or_scale,4,16,1503,0-2-3,0.9393428342891927,0.2535050352020815,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.7147408013497727,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1503,real_mnist,block_orthogonal,4,16,1503,0-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1503,real_mnist,low_rank_GL,4,16,1503,0-2-3,0.7595467357969071,0.5332792306587537,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.2797741954566722,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1503,real_mnist,permutation,4,16,1503,1-2-3,0.7071067811865476,0.6614378277661477,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1503,real_mnist,signed_permutation,4,16,1503,1-2-3,0.7071067811865476,0.6614378277661477,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1503,real_mnist,monomial_phase_or_scale,4,16,1503,1-2-3,0.8077054600742911,0.2740609083975903,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.3873769193685574,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1503,real_mnist,block_orthogonal,4,16,1503,1-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1503,real_mnist,low_rank_GL,4,16,1503,1-2-3,0.83982147612454,0.630089661338579,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.35602875294098874,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1503,real_mnist,permutation,4,32,1503,0-1-2,1.2747548783981961,0.9822646028438569,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1503,real_mnist,signed_permutation,4,32,1503,0-1-2,1.2747548783981961,0.9822646028438569,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1503,real_mnist,monomial_phase_or_scale,4,32,1503,0-1-2,1.0478100320354664,0.4692701784226977,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5129944244211592,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1503,real_mnist,block_orthogonal,4,32,1503,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1503,real_mnist,low_rank_GL,4,32,1503,0-1-2,0.8289234885713225,0.5149411323736321,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.045670953950934456,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1503,real_mnist,permutation,4,32,1503,0-1-3,1.299038105676658,0.9877175393299442,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1503,real_mnist,signed_permutation,4,32,1503,0-1-3,1.299038105676658,0.9877175393299442,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1503,real_mnist,monomial_phase_or_scale,4,32,1503,0-1-3,1.0034617135736537,0.3977753069904333,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5899422323395109,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1503,real_mnist,block_orthogonal,4,32,1503,0-1-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
