setting_id,source,level,n_models,width,seed,block_size,triangle,cycle_score,centrality_score,phase_residual,detected_order_d,rank_allowed,residual_type,selected_resolution,centrality_improvement_from_previous_level,centrality_improvement_from_permutation_to_block,supports_brauer_projective_interpretation,is_finite_index_candidate,final_decision,selected_level,mean_pairwise_block_residual,max_pairwise_block_residual,used_remainder_block,individual_accuracy_mean,individual_accuracy_max,merge_evaluated,merge_accuracy,merge_notes,notes
mnist_mlp_N4_W16_S1701_B2,real_mnist,signed_permutation,4,16,1701,2,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.006842866069425857,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B2,real_mnist,monomial_phase_or_scale,4,16,1701,2,0-1-2,0.978348860070327,0.38121289845112427,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.58703293810073,-0.006842866069425857,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B2,real_mnist,block_orthogonal,4,16,1701,2,0-1-2,1.2475453594421073,0.9750887026212801,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.5938758041701558,-0.006842866069425857,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B2,real_mnist,low_rank_GL,4,16,1701,2,0-1-2,0.753474541252962,0.5232863514932687,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.45180235112801137,-0.006842866069425857,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B2,real_mnist,permutation,4,16,1701,2,0-1-3,1.0606601717798212,0.899218410621135,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.020141880067709117,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B2,real_mnist,signed_permutation,4,16,1701,2,0-1-3,1.0606601717798212,0.899218410621135,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.020141880067709117,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B2,real_mnist,monomial_phase_or_scale,4,16,1701,2,0-1-3,0.9394516529144684,0.3719581561578777,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5272602544632572,-0.020141880067709117,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B2,real_mnist,block_orthogonal,4,16,1701,2,0-1-3,1.1014384738485754,0.9193602906888441,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.5474021345309663,-0.020141880067709117,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B2,real_mnist,low_rank_GL,4,16,1701,2,0-1-3,0.7495890766639083,0.5242462368597821,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.39511405382906195,-0.020141880067709117,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B2,real_mnist,permutation,4,16,1701,2,0-2-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.0014452843343896182,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B2,real_mnist,signed_permutation,4,16,1701,2,0-2-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.0014452843343896182,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B2,real_mnist,monomial_phase_or_scale,4,16,1701,2,0-2-3,0.9513137320886037,0.3331109950151455,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.616806764583021,-0.0014452843343896182,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B2,real_mnist,block_orthogonal,4,16,1701,2,0-2-3,1.1763740881521663,0.9513630439325561,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.6182520489174106,-0.0014452843343896182,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B2,real_mnist,low_rank_GL,4,16,1701,2,0-2-3,0.7340566582820836,0.5203159683110563,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.4310470756214998,-0.0014452843343896182,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B2,real_mnist,permutation,4,16,1701,2,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.015643163953678374,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B2,real_mnist,signed_permutation,4,16,1701,2,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.015643163953678374,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B2,real_mnist,monomial_phase_or_scale,4,16,1701,2,1-2-3,0.9298031666177674,0.31439709263351256,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6538487439183417,-0.015643163953678374,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B2,real_mnist,block_orthogonal,4,16,1701,2,1-2-3,1.2815768341246592,0.9838890005055326,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.6694919078720201,-0.015643163953678374,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B2,real_mnist,low_rank_GL,4,16,1701,2,1-2-3,0.7355154426741208,0.497963750457046,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.48592525004848663,-0.015643163953678374,False,False,gl_diagnostic_only,low_rank_GL,0.7061347955144436,1.006954681616189,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B4,real_mnist,permutation,4,16,1701,4,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.00986799810396588,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B4,real_mnist,signed_permutation,4,16,1701,4,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.00986799810396588,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B4,real_mnist,monomial_phase_or_scale,4,16,1701,4,0-1-2,0.978348860070327,0.38121289845112427,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.58703293810073,-0.00986799810396588,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B4,real_mnist,block_orthogonal,4,16,1701,4,0-1-2,1.258514613071,0.9781138346558201,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.5969009362046959,-0.00986799810396588,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B4,real_mnist,low_rank_GL,4,16,1701,4,0-1-2,0.753474541252962,0.5232863514932687,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.4548274831625514,-0.00986799810396588,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B4,real_mnist,permutation,4,16,1701,4,0-1-3,1.0606601717798212,0.899218410621135,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.05476390103123152,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B4,real_mnist,signed_permutation,4,16,1701,4,0-1-3,1.0606601717798212,0.899218410621135,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.05476390103123152,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B4,real_mnist,monomial_phase_or_scale,4,16,1701,4,0-1-3,0.9394516529144684,0.3719581561578777,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5272602544632572,-0.05476390103123152,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B4,real_mnist,block_orthogonal,4,16,1701,4,0-1-3,1.183331835322701,0.9539823116523665,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.5820241554944887,-0.05476390103123152,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B4,real_mnist,low_rank_GL,4,16,1701,4,0-1-3,0.7495890766639083,0.5242462368597821,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.42973607479258435,-0.05476390103123152,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B4,real_mnist,permutation,4,16,1701,4,0-2-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,0.005467292766896947,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B4,real_mnist,signed_permutation,4,16,1701,4,0-2-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,0.005467292766896947,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B4,real_mnist,monomial_phase_or_scale,4,16,1701,4,0-2-3,0.9513137320886037,0.3331109950151455,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.616806764583021,0.005467292766896947,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B4,real_mnist,block_orthogonal,4,16,1701,4,0-2-3,1.1587460523562447,0.9444504668312695,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.611339471816124,0.005467292766896947,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B4,real_mnist,low_rank_GL,4,16,1701,4,0-2-3,0.7340566582820836,0.5203159683110563,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.42413449852021323,0.005467292766896947,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B4,real_mnist,permutation,4,16,1701,4,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.009449759627277898,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B4,real_mnist,signed_permutation,4,16,1701,4,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.009449759627277898,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B4,real_mnist,monomial_phase_or_scale,4,16,1701,4,1-2-3,0.9298031666177674,0.31439709263351256,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6538487439183417,-0.009449759627277898,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B4,real_mnist,block_orthogonal,4,16,1701,4,1-2-3,1.2569590657322476,0.9776955961791322,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.6632985035456196,-0.009449759627277898,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B4,real_mnist,low_rank_GL,4,16,1701,4,1-2-3,0.7355154426741208,0.497963750457046,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.47973184572208616,-0.009449759627277898,False,False,gl_diagnostic_only,low_rank_GL,0.6518686967100188,0.8765247842229198,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B8,real_mnist,permutation,4,16,1701,8,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,0.06884035361507124,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B8,real_mnist,signed_permutation,4,16,1701,8,0-1-2,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,0.06884035361507124,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B8,real_mnist,monomial_phase_or_scale,4,16,1701,8,0-1-2,0.978348860070327,0.38121289845112427,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.58703293810073,0.06884035361507124,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B8,real_mnist,block_orthogonal,4,16,1701,8,0-1-2,1.061022817299374,0.899405482936783,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.5181925844856587,0.06884035361507124,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B8,real_mnist,low_rank_GL,4,16,1701,8,0-1-2,0.753474541252962,0.5232863514932687,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.3761191314435143,0.06884035361507124,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B8,real_mnist,permutation,4,16,1701,8,0-1-3,1.0606601717798212,0.899218410621135,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.06826552182799028,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B8,real_mnist,signed_permutation,4,16,1701,8,0-1-3,1.0606601717798212,0.899218410621135,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.06826552182799028,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B8,real_mnist,monomial_phase_or_scale,4,16,1701,8,0-1-3,0.9394516529144684,0.3719581561578777,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5272602544632572,-0.06826552182799028,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B8,real_mnist,block_orthogonal,4,16,1701,8,0-1-3,1.22234816480073,0.9674839324491252,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.5955257762912476,-0.06826552182799028,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B8,real_mnist,low_rank_GL,4,16,1701,8,0-1-3,0.7495890766639083,0.5242462368597821,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.4432376955893431,-0.06826552182799028,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B8,real_mnist,permutation,4,16,1701,8,0-2-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,-0.0015525506224318697,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B8,real_mnist,signed_permutation,4,16,1701,8,0-2-3,1.1726039399558574,0.9499177595981665,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,-0.0015525506224318697,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B8,real_mnist,monomial_phase_or_scale,4,16,1701,8,0-2-3,0.9513137320886037,0.3331109950151455,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.616806764583021,-0.0015525506224318697,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B8,real_mnist,block_orthogonal,4,16,1701,8,0-2-3,1.176655808371548,0.9514703102205984,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.6183593152054528,-0.0015525506224318697,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B8,real_mnist,low_rank_GL,4,16,1701,8,0-2-3,0.7340566582820836,0.5203159683110563,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.43115434190954205,-0.0015525506224318697,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
mnist_mlp_N4_W16_S1701_B8,real_mnist,permutation,4,16,1701,8,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,0.013841229203235383,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1701_B8,real_mnist,signed_permutation,4,16,1701,8,1-2-3,1.224744871391589,0.9682458365518543,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,0.013841229203235383,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1701_B8,real_mnist,monomial_phase_or_scale,4,16,1701,8,1-2-3,0.9298031666177674,0.31439709263351256,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6538487439183417,0.013841229203235383,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1701_B8,real_mnist,block_orthogonal,4,16,1701,8,1-2-3,1.1844694403957692,0.9544046073486189,0.0,1.0,,block_noncentral_holonomy,report_noncentral_holonomy,-0.6400075147151063,0.013841229203235383,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,
mnist_mlp_N4_W16_S1701_B8,real_mnist,low_rank_GL,4,16,1701,8,1-2-3,0.7355154426741208,0.497963750457046,0.0,1.0,,gl_reduces_residual,gl_diagnostic_only,0.4564408568915729,0.013841229203235383,False,False,gl_diagnostic_only,low_rank_GL,0.5283025548390053,0.7010476272756535,False,0.6947500000000001,0.73,False,,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,GL alignment is diagnostic; no practical merge improvement is claimed
