run_id,group_name,family,seed,hidden_width,input_dim,n_train,n_val,n_test,group_order,group_exponent,holonomy_element,holonomy_order,is_holonomy_central,stable_group_action,method,validation_accuracy,test_accuracy,validation_loss,test_loss,selected_by_validation,selector_no_test_leakage,ordinary_sync_residual,branch_action_residual,naive_representation_residual,invariant_pooling_residual,pre_lift_connection_residual,post_lift_connection_residual,invariant_projection_residual,parameter_multiplier,inference_multiplier,branch_count,capacity_matched_to_unlifted,capacity_matched_to_random_branch_control,is_single_model,is_extra_capacity
S3_trivial_coboundary_W12_seed28,S3,trivial_coboundary,28,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.935,0.9425,0.253530818632669,0.22543455096295917,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed28,S3,trivial_coboundary,28,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.954,0.96,0.18081175379822792,0.15925916140421953,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed28,S3,trivial_coboundary,28,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.955,0.952,0.17771369330895873,0.18973747578448277,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed28,S3,trivial_coboundary,28,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.939,0.932,0.2382587681929106,0.2651638469072184,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed28,S3,trivial_coboundary,28,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.971,0.971,0.11811533435645352,0.11716054729857019,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed28,S3,trivial_coboundary,28,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.973,0.9645,0.10953200872427762,0.14203099048890439,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed28,S3,trivial_coboundary,28,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.974,0.9745,0.10614750640023266,0.10446361742447274,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.919,0.9115,0.3143507957411344,0.343179894050968,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.961,0.9655,0.15671671016172786,0.1378808843394911,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.937,0.946,0.24590513647972995,0.21217500899219102,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.96,0.9645,0.15932275955035272,0.1413765120980762,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.963,0.9475,0.14763227423652345,0.20745268804482372,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.93,0.9355,0.27152751559456373,0.25206619247629175,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.964,0.9615,0.1440531998384801,0.15395705326779502,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.965,0.9685,0.14057040884134908,0.1267953459516489,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed29,S3,trivial_coboundary,29,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.964,0.9775,0.14290196375142158,0.0928261953248256,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.918,0.928,0.3177947363514267,0.27926836870888055,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.97,0.9665,0.12240681838653486,0.13498967491377822,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.924,0.9435,0.29320568721916035,0.22299282089279446,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.947,0.965,0.20827120001044858,0.14052011260752983,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.964,0.9515,0.14454311108803147,0.1922158563891067,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.931,0.9325,0.2687196342699299,0.264169253601616,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.975,0.9685,0.10182068356658851,0.12699974800750077,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.976,0.9685,0.0979977793523973,0.12751148757989614,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed30,S3,trivial_coboundary,30,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.971,0.973,0.1175475821526491,0.11084127316576456,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.925,0.9125,0.29285062802555833,0.33956980089858324,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.969,0.965,0.12428105594870771,0.13947654579433538,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.944,0.9495,0.2195953334449029,0.19870809323355912,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.953,0.9545,0.18433043123300105,0.17993865721727048,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.964,0.9515,0.1444029602664365,0.19012089596482543,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.921,0.924,0.30797127583174244,0.29448677868661294,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.966,0.9755,0.13728070252610336,0.1003851468011724,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.969,0.9585,0.12333090858510812,0.1649274093240392,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed31,S3,trivial_coboundary,31,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.961,0.974,0.15542592388223397,0.10704677171308484,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.914,0.92,0.33293904551276543,0.3108936898004528,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.966,0.9685,0.13619265752660248,0.12773438250507518,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.962,0.9475,0.15163714070300785,0.2067949951133043,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.954,0.9545,0.1817164378169774,0.18011393332297343,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.95,0.95,0.19562650125238337,0.1963965550135586,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.938,0.935,0.24312254896868143,0.2543205421351336,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.963,0.9545,0.14700773504668305,0.18041301341642108,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.966,0.9605,0.13669930774710234,0.15684138620562402,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed32,S3,trivial_coboundary,32,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.983,0.978,0.07107312879810701,0.09117926229454537,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.935,0.9235,0.2562379306550744,0.29679852631373715,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.979,0.961,0.08752192645851935,0.15568234369402503,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.927,0.934,0.28319964286497135,0.25696063756139387,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.95,0.9625,0.19671669948148016,0.1498480926530399,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.958,0.949,0.16793149085255227,0.20110245187125195,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.933,0.932,0.26190675397776647,0.26499799074802877,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.969,0.9695,0.12376232155861662,0.1233297779680298,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.975,0.963,0.10131913775415899,0.14709263953500915,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed33,S3,trivial_coboundary,33,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.977,0.9635,0.09477314468197266,0.1458712671503966,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.923,0.9175,0.29771668727635914,0.31956204788342846,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.965,0.973,0.1402337481223623,0.10954726169985363,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.931,0.935,0.26888782785776333,0.25427053807556804,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.961,0.952,0.15637737716895747,0.18934121155195083,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.934,0.967,0.2580468442450798,0.13280170492153281,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.909,0.921,0.35246481222807496,0.3078412481346951,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.953,0.974,0.1868809618867428,0.10608348229407526,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.959,0.9665,0.16249942388075692,0.1352325961713974,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed34,S3,trivial_coboundary,34,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.976,0.973,0.0982936610931342,0.10922102133787605,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.921,0.929,0.3073543063850797,0.2770512374532869,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.964,0.9775,0.1446799761247753,0.0929538921634495,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.934,0.94,0.25797156043556674,0.23380915476508005,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.965,0.9545,0.13990902512004424,0.17984480393820906,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.944,0.9485,0.2186866647829101,0.20202793379788467,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.932,0.9175,0.26467425698489727,0.3194457101866452,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.963,0.969,0.14730159059093206,0.12584533526595038,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.961,0.969,0.15466796143294953,0.1243397134927559,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed35,S3,trivial_coboundary,35,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.984,0.979,0.06865718216727366,0.08731430560917507,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.905,0.912,0.3667940503501327,0.34057135710588105,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.962,0.9615,0.15216846051885377,0.15253977614738531,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.938,0.942,0.24073253485917054,0.22764461037583586,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.958,0.9475,0.1666222853600376,0.2070893706621868,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.952,0.9535,0.1885449613014499,0.18363217239726104,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.921,0.9125,0.30582485179187596,0.34016696074286784,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.973,0.967,0.1103958517007588,0.13303051808578187,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.949,0.962,0.2001182648841268,0.1522668857635552,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed36,S3,trivial_coboundary,36,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,ensemble_upper_bound,0.97,0.9735,0.12111328931840602,0.10767488122931042,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_weight_average,0.925,0.9145,0.29156106243090474,0.3319672108252166,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,unlifted_c2m3_sync,0.969,0.9575,0.12726364817816627,0.16880057800266446,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,naive_regular_representation_no_pooling,0.943,0.9455,0.22429706607969618,0.2147919271370047,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_regular_lift_with_invariant_pooling,0.963,0.952,0.14811753416072246,0.18944955718875175,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,branch_orbit_lift_with_invariant_pooling,0.962,0.9425,0.15237927153804265,0.22471598831199416,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,random_same_branch_count_control,0.92,0.9165,0.31123628058864244,0.32485908169814204,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,oracle_true_branch_lift,0.967,0.9755,0.13359714694684735,0.10065697740835484,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6,False,True,False,True
S3_trivial_coboundary_W12_seed37,S3,trivial_coboundary,37,12,20,2000,1000,2000,6,6,"[0, 1, 2]",1,True,True,greedy_soup,0.978,0.96,0.09146263282092473,0.15871274665901797,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,True,False,True,False
